locus_chr	locus_start	locus_end	locus_width	locus_name	locus_ngene	locus_pheno	gene_locusdist_kbp	gene_name	gene_type	gene_tss	gene_end
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	0.148	ACHE	protein_coding	100895886	100896974
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	0.812	NYAP1	protein_coding	100483927	100494802
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	0.882	GAL3ST4	protein_coding	100167284	100168617
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	1.44	GPC2	protein_coding	100169606	100177381
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	5.613	TSC22D4	protein_coding	100477502	100479232
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	7.017	UFSP1	protein_coding	100888721	100889715
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	9.397	STAG3	protein_coding	100177563	100221488
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	11.726	TRAPPC14	protein_coding	100156440	100158723
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	19.248	LAMTOR4	protein_coding	100148918	100155944
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	20.635	SRRT	protein_coding	100875103	100888664
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	26.495	C7orf61	protein_coding	100456620	100464260
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	28.351	TRIP6	protein_coding	100867387	100873454
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	41.381	MBLAC1	protein_coding	100126785	100128495
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	46.979	PPP1R35	protein_coding	100436136	100436497
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	48.532	CNPY4	protein_coding	100119634	100125508
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	50.075	PVRIG	protein_coding	100218241	100221490
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	53.551	TAF6	protein_coding	100114615	100119841
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	53.796	MUC3A	protein_coding	100949534	100968347
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	54.793	MEPCE	protein_coding	100428322	100434126
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	56.088	AGFG2	protein_coding	100539203	100568220
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	66.617	AP4M1	protein_coding	100101549	100110345
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	66.796	MCM7	protein_coding	100101370	100101940
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	68.623	EPHB4	protein_coding	100827115	100827523
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	68.918	SLC12A9	protein_coding	100826820	100867010
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	73.885	MUC12	protein_coding	100969623	101018939
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	79.197	COPS6	protein_coding	100088969	100092187
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	81.072	ZCWPW1	protein_coding	100402043	100428992
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	86.439	ZNF3	protein_coding	100081727	100082548
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	90.532	SAP25	protein_coding	100573647	100573900
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	93.828	LRCH4	protein_coding	100576943	100586129
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	100.867	FBXO24	protein_coding	100583982	100601117
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	115.585	PILRA	protein_coding	100367530	100400096
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	118.392	ZSCAN21	protein_coding	100049774	100065040
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	119.248	PCOLCE	protein_coding	100602363	100608175
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	124.334	MUC17	protein_coding	101020072	101058859
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	128.987	MOSPD3	protein_coding	100612102	100615384
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	130.939	PILRB	protein_coding	100352176	100367831
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	139.536	SPDYE3	protein_coding	100307702	100322196
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	152.57	ZKSCAN1	protein_coding	100015596	100041689
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	158.435	TFR2	protein_coding	100641550	100642779
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	QT	159.982	ACTL6B	protein_coding	100643097	100656448
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	162.143	ZAN	protein_coding	100733595	100797797
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	175.27	EPO	protein_coding	100720468	100723700
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	189.617	POP7	protein_coding	100706121	100707486
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	189.743	TRIM56	protein_coding	101085481	101097967
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	190.452	GNB2	protein_coding	100673567	100679174
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	200.573	AZGP1	protein_coding	99967593	99976042
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR+QT	206.29	GIGYF1	protein_coding	100689448	100694250
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	231.366	SERPINE1	protein_coding	101127104	101139247
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	244.9	GJC3	protein_coding	99923266	99929620
07	99919105	101139247	1220.142	rs140367586+rs17881696+rs7808970	51	HR	249.061	TRIM4	protein_coding	99919105	99919531
02	123408943	124921219	1512.276	rs1439840	1	JT	616.344	CNTNAP5	protein_coding	124025287	124921219
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	6.602	RNF207	protein_coding	6205475	6221299
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	12.482	RPL22	protein_coding	6199595	6209389
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	12.725	CHD5	protein_coding	6101787	6180321
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	16.654	ICMT	protein_coding	6235964	6235972
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	24.869	HES3	protein_coding	6244179	6245578
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	28.043	GPR153	protein_coding	6247353	6261098
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	98.135	KCNAB2	protein_coding	5990927	6101193
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	174.051	ACOT7	protein_coding	6393361	6393767
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	193.108	HES2	protein_coding	6412418	6424670
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	HR+JT+QT	205.466	ESPN	protein_coding	6424776	6461367
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	QT	221.41	NPHP4	protein_coding	5867652	5992473
01	5867652	6466175	598.523	rs145358377+rs200882245+rs2273042+rs709209+rs846111	12	JT+QT	246.16	TNFRSF25	protein_coding	6465470	6466175
03	161496808	162276405	779.597	rs1478173	1	JT	779.597	OTOL1	protein_coding	161496808	161503942
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	JT	19.733	EOGT	protein_coding	68975217	69013684
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	JT	22.937	TAFA4	protein_coding	68932547	68953297
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	HR+PR	24.514	FRMD4B	protein_coding	69386088	69542583
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	JT	96.849	TMF1	protein_coding	69052333	69052339
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	JT	124.897	UBA3	protein_coding	69080381	69080408
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	JT	129.453	ARL6IP5	protein_coding	69084937	69106092
03	68932547	69542583	610.036	rs1483890+rs4855537+rs900669	7	HR+JT+PR	167.111	LMOD3	protein_coding	69122595	69123032
14	77672404	77935014	262.61	rs1549118	4	HR	113.232	ADCK1	protein_coding	77800109	77935014
14	77672404	77935014	262.61	rs1549118	4	HR	152.185	SNW1	protein_coding	77761156	77761207
14	77672404	77935014	262.61	rs1549118	4	HR	205.27	SLIRP	protein_coding	77708071	77761104
14	77672404	77935014	262.61	rs1549118	4	HR	240.937	ALKBH1	protein_coding	77672404	77708023
11	10294221	10611689	317.468	rs1562782	6	QRS	12.851	AMPD3	protein_coding	10308313	10507579
11	10294221	10611689	317.468	rs1562782	6	QRS	16.091	ADM	protein_coding	10305073	10307397
11	10294221	10611689	317.468	rs1562782	6	QRS	26.943	SBF2	protein_coding	10294221	10304877
11	10294221	10611689	317.468	rs1562782	6	QRS	186.73	MTRNR2L8	protein_coding	10507894	10509186
11	10294221	10611689	317.468	rs1562782	6	QRS	220.023	RNF141	protein_coding	10541187	10541230
11	10294221	10611689	317.468	rs1562782	6	QRS	247.501	LYVE1	protein_coding	10568665	10611689
16	10580598	11182186	601.588	rs1592560	7	HR	25.956	NUBP1	protein_coding	10743786	10769351
16	10580598	11182186	601.588	rs1592560	7	HR	46.052	TEKT5	protein_coding	10671778	10694930
16	10580598	11182186	601.588	rs1592560	7	HR	100.777	TVP23A	protein_coding	10818607	10818794
16	10580598	11182186	601.588	rs1592560	7	HR	137.232	EMP2	protein_coding	10580598	10580632
16	10580598	11182186	601.588	rs1592560	7	HR	148.392	CIITA	protein_coding	10866222	10943021
16	10580598	11182186	601.588	rs1592560	7	HR	224.301	DEXI	protein_coding	10942131	10942468
16	10580598	11182186	601.588	rs1592560	7	HR	226.734	CLEC16A	protein_coding	10944564	11182186
02	147715326	147930826	215.5	rs1606812	1	JT	129.191	ACVR2A	protein_coding	147844517	147930826
03	111674676	112133270	458.594	rs16858828	7	PR	67.07	ABHD10	protein_coding	111979010	111993368
03	111674676	112133270	458.594	rs16858828	7	PR	86.982	TAGLN3	protein_coding	111998922	112013887
03	111674676	112133270	458.594	rs16858828	7	PR	122.903	TMPRSS7	protein_coding	112034843	112081269
03	111674676	112133270	458.594	rs16858828	7	PR	174.395	C3orf52	protein_coding	112086335	112131004
03	111674676	112133270	458.594	rs16858828	7	PR	179.443	PHLDB2	protein_coding	111732497	111976517
03	111674676	112133270	458.594	rs16858828	7	PR	221.308	GCSAM	protein_coding	112133248	112133270
03	111674676	112133270	458.594	rs16858828	7	PR	237.264	PLCXD2	protein_coding	111674676	111846447
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	6.146	NKD2	protein_coding	1008802	1038943
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	14.9	SLC12A7	protein_coding	1050384	1112063
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	122.064	TRIP13	protein_coding	892884	919357
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	134.85	BRD9	protein_coding	880098	892801
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	136.311	SLC6A19	protein_coding	1201595	1225111
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	160.097	SLC6A18	protein_coding	1225381	1246189
05	784709	1295068	510.359	rs16870629+rs737154	9	JT+QT	163.962	ZDHHC11	protein_coding	850986	858973
05	784709	1295068	510.359	rs16870629+rs737154	9	JT	217.726	TERT	protein_coding	1283010	1295068
05	784709	1295068	510.359	rs16870629+rs737154	9	QT	230.239	ZDHHC11B	protein_coding	784709	784729
08	122297441	122974510	677.069	rs16895033	1	JT	484.214	ZHX2	protein_coding	122781655	122974510
08	70071252	70403808	332.556	rs16936870	2	QT	167.325	NCOA2	protein_coding	70109782	70403808
08	70071252	70403808	332.556	rs16936870	2	QT	205.855	PRDM14	protein_coding	70071252	70071693
19	40090888	40591399	500.511	rs16974196	14	HR	8.027	C19orf47	protein_coding	40319536	40348527
19	40090888	40591399	500.511	rs16974196	14	HR	20.893	PLD3	protein_coding	40348456	40380439
19	40090888	40591399	500.511	rs16974196	14	HR	42.218	AKT2	protein_coding	40285345	40285536
19	40090888	40591399	500.511	rs16974196	14	HR	51.708	HIPK4	protein_coding	40379271	40390181
19	40090888	40591399	500.511	rs16974196	14	HR	71.253	PRX	protein_coding	40398816	40414793
19	40090888	40591399	500.511	rs16974196	14	HR	94.026	SERTAD1	protein_coding	40421589	40425992
19	40090888	40591399	500.511	rs16974196	14	HR	100.874	CCNP	protein_coding	40226689	40226697
19	40090888	40591399	500.511	rs16974196	14	HR	111.505	TTC9B	protein_coding	40216058	40218384
19	40090888	40591399	500.511	rs16974196	14	HR	115.035	SERTAD3	protein_coding	40442598	40444335
19	40090888	40591399	500.511	rs16974196	14	HR	120.202	BLVRB	protein_coding	40447765	40465764
19	40090888	40591399	500.511	rs16974196	14	HR	136.137	MAP3K10	protein_coding	40191426	40215575
19	40090888	40591399	500.511	rs16974196	14	HR	138.678	SPTBN4	protein_coding	40466241	40576464
19	40090888	40591399	500.511	rs16974196	14	HR	236.675	ZNF780A	protein_coding	40090888	40090943
19	40090888	40591399	500.511	rs16974196	14	HR	249.29	SHKBP1	protein_coding	40576853	40591399
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	23.136	HEATR5B	protein_coding	36988859	37084372
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	63.646	GPATCH11	protein_coding	37084518	37099244
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	128.025	STRN	protein_coding	36837698	36966536
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	128.116	EIF2AK2	protein_coding	37148988	37157522
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	167.798	SULT6B1	protein_coding	37188670	37196598
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	175.616	CEBPZOS	protein_coding	37196488	37216193
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	180.74	CEBPZ	protein_coding	37201612	37231596
02	36837698	37253403	415.705	rs17020136+rs3770770	8	QRS	210.759	NDUFAF7	protein_coding	37231631	37253403
04	30720369	32376727	1656.358	rs17081313	1	JT	1656.358	PCDH7	protein_coding	30720369	31146805
14	78170373	79868291	1697.918	rs17107548	1	JT	721.769	NRXN3	protein_coding	78170373	79868291
07	108526071	108763669	237.598	rs17156495	3	JT	193.795	DNAJB9	protein_coding	108569874	108574850
07	108526071	108763669	237.598	rs17156495	3	JT	194.072	THAP5	protein_coding	108569597	108569750
07	108526071	108763669	237.598	rs17156495	3	JT	237.598	PNPLA8	protein_coding	108526071	108569666
14	72418763	72894101	475.338	rs17180489	1	HR	190.271	DPF3	protein_coding	72609034	72894101
14	85330220	85654428	324.208	rs17201923	1	HR	199.924	FLRT2	protein_coding	85530144	85654428
11	86244753	86423109	178.356	rs17211409	3	JT	23.676	HIKESHI	protein_coding	86302211	86345943
11	86244753	86423109	178.356	rs17211409	3	JT	48.849	CCDC81	protein_coding	86374736	86423109
11	86244753	86423109	178.356	rs17211409	3	JT	81.134	EED	protein_coding	86244753	86278813
20	41028822	41366818	337.996	rs17265513	5	HR	0.053	ZHX3	protein_coding	41204041	41317731
20	41028822	41366818	337.996	rs17265513	5	HR	67.028	PLCG1	protein_coding	41136960	41196801
20	41028822	41366818	337.996	rs17265513	5	HR	136.833	LPIN3	protein_coding	41340821	41360582
20	41028822	41366818	337.996	rs17265513	5	HR	155.974	EMILIN3	protein_coding	41359962	41366818
20	41028822	41366818	337.996	rs17265513	5	HR	175.166	TOP1	protein_coding	41028822	41124487
04	182635289	182917936	282.647	rs17281245	1	JT	282.08	DCTD	protein_coding	182917369	182917936
12	24605546	24949101	343.555	rs17287293+rs4963772	1	HR+PR	192.08	BCAT1	protein_coding	24810024	24949101
10	52314281	52464217	149.936	rs1733724	1	QRS	149.936	DKK1	protein_coding	52314281	52318042
01	50960745	51798427	837.682	rs17391905+rs7538988	6	PR+QRS	21.753	C1orf185	protein_coding	51102221	51148086
01	50960745	51798427	837.682	rs17391905+rs7538988	6	PR+QRS	53.879	TTC39A	protein_coding	51297990	51345116
01	50960745	51798427	837.682	rs17391905+rs7538988	6	PR+QRS	115.596	RNF11	protein_coding	51236273	51273447
01	50960745	51798427	837.682	rs17391905+rs7538988	6	QRS	119.723	CDKN2C	protein_coding	50960745	50974634
01	50960745	51798427	837.682	rs17391905+rs7538988	6	PR	167.372	EPS15	protein_coding	51519241	51519266
01	50960745	51798427	837.682	rs17391905+rs7538988	6	PR	225.31	OSBPL9	protein_coding	51577179	51798427
04	113496850	113761927	265.077	rs17446418	1	PR	264.334	CAMK2D	protein_coding	113761184	113761927
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	6.148	TMEM258	protein_coding	61790603	61792802
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	8.456	FEN1	protein_coding	61792911	61797238
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	8.525	FADS2	protein_coding	61792980	61867354
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	20.339	FADS1	protein_coding	61817003	61829318
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	31.241	FADS3	protein_coding	61873519	61892051
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	31.819	MYRF	protein_coding	61752636	61788518
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	75.288	RAB3IL1	protein_coding	61917566	61920269
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	104.064	DAGLA	protein_coding	61680391	61747001
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	108.073	BEST1	protein_coding	61950351	61965515
11	61680391	61967634	287.243	rs174536+rs174577+rs174583	10	HR+QRS+QT	125.353	FTH1	protein_coding	61967631	61967634
02	158968640	159616569	647.929	rs17494056	3	HR	39.578	WDSUB1	protein_coding	159235798	159286703
02	158968640	159616569	647.929	rs17494056	3	HR	122.759	BAZ2B	protein_coding	159318979	159616569
02	158968640	159616569	647.929	rs17494056	3	HR	227.58	TANC1	protein_coding	158968640	159232659
17	46818692	46979253	160.561	rs17608766	4	QRS	12.83	GOSR2	protein_coding	46923075	46975524
17	46818692	46979253	160.561	rs17608766	4	QRS	42.251	RPRML	protein_coding	46978156	46979253
17	46818692	46979253	160.561	rs17608766	4	QRS	102.704	WNT9B	protein_coding	46833201	46886730
17	46818692	46979253	160.561	rs17608766	4	QRS	117.213	WNT3	protein_coding	46818692	46833154
03	62319022	62875416	556.394	rs17639063	3	JT	136.089	CADPS	protein_coding	62398346	62875416
03	62319022	62875416	556.394	rs17639063	3	JT	164.754	FEZF2	protein_coding	62369681	62374324
03	62319022	62875416	556.394	rs17639063	3	JT	215.413	C3orf14	protein_coding	62319022	62336213
14	43178407	44507283	1328.876	rs1777084	1	JT	1325.742	FSCB	protein_coding	44504149	44507283
03	47282799	47580792	297.993	rs17784882	6	QT	6.873	ELP6	protein_coding	47495640	47513712
03	47282799	47580792	297.993	rs17784882	6	QT	26.572	SCAP	protein_coding	47475941	47477126
03	47282799	47580792	297.993	rs17784882	6	QT	76.352	CSPG5	protein_coding	47578865	47580792
03	47282799	47580792	297.993	rs17784882	6	QT	121.502	PTPN23	protein_coding	47381011	47413435
03	47282799	47580792	297.993	rs17784882	6	QT	219.596	KLHL18	protein_coding	47282917	47346816
03	47282799	47580792	297.993	rs17784882	6	QT	219.714	KIF9	protein_coding	47282799	47283451
07	93885396	94004382	118.986	rs180239	3	HR	0.632	GNG11	protein_coding	93921735	93928610
07	93885396	94004382	118.986	rs180239	3	HR	35.707	TFPI2	protein_coding	93885396	93890753
07	93885396	94004382	118.986	rs180239	3	HR	83.252	BET1	protein_coding	94004355	94004382
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	4.923	KCNH2	protein_coding	150955804	150978321
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	20.895	NOS3	protein_coding	150991017	151014588
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	42.663	ATG9B	protein_coding	151012785	151024499
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	58.3	ABCB8	protein_coding	151028422	151047782
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	78.17	ASIC3	protein_coding	151048292	151052756
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	83.693	CDK5	protein_coding	151053815	151057897
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	87.088	SLC4A2	protein_coding	151057210	151076526
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	110.672	FASTK	protein_coding	151080794	151080866
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	112.969	TMUB1	protein_coding	151083091	151083493
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	115.709	AGAP3	protein_coding	151085831	151144436
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	123.819	AOC1	protein_coding	150824627	150861504
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	148.043	TMEM176A	protein_coding	150800403	150805118
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	148.094	TMEM176B	protein_coding	150800352	150801360
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	197.572	GBX1	protein_coding	151167694	151174745
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	217.128	ASB10	protein_coding	151187250	151187832
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	220.751	IQCA1L	protein_coding	151190873	151205496
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	226.193	GIMAP5	protein_coding	150722253	150750033
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	231.778	GIMAP1-GIMAP5	protein_coding	150716668	150743646
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	JT+QT	231.84	GIMAP1	protein_coding	150716606	150724284
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	QT	237.715	ABCF2-H2BE1	protein_coding	151207837	151227166
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	QT	237.715	H2BE1	protein_coding	151207837	151210488
07	150716606	151227205	510.599	rs1805123+rs2072413+rs3807375	22	QT	241.362	ABCF2	protein_coding	151211484	151227205
21	34364006	34718227	354.221	rs1805128	7	QT	10.222	KCNE1	protein_coding	34459604	34512214
21	34364006	34718227	354.221	rs1805128	7	QT	30.667	SMIM34	protein_coding	34418715	34423951
21	34364006	34718227	354.221	rs1805128	7	QT	49.27	C21orf140	protein_coding	34400112	34401072
21	34364006	34718227	354.221	rs1805128	7	QT	72.201	RCAN1	protein_coding	34521583	34615113
21	34364006	34718227	354.221	rs1805128	7	QT	73.902	SMIM11	protein_coding	34375480	34416961
21	34364006	34718227	354.221	rs1805128	7	QT	85.376	KCNE2	protein_coding	34364006	34371381
21	34364006	34718227	354.221	rs1805128	7	QT	219.612	CLIC6	protein_coding	34668994	34718227
01	9823965	10181239	357.274	rs182770070	6	HR	3.01	NMNAT1	protein_coding	9943428	9985501
01	9823965	10181239	357.274	rs182770070	6	HR	4.798	LZIC	protein_coding	9935620	9943407
01	9823965	10181239	357.274	rs182770070	6	HR	30.149	CTNNBIP1	protein_coding	9910269	9910336
01	9823965	10181239	357.274	rs182770070	6	HR	56.788	RBP7	protein_coding	9997206	10016021
01	9823965	10181239	357.274	rs182770070	6	HR	92.414	UBE4B	protein_coding	10032832	10181239
01	9823965	10181239	357.274	rs182770070	6	HR	116.453	CLSTN1	protein_coding	9823965	9823984
13	73686089	74133929	447.84	rs1886512+rs728926	1	QRS+QT	252.896	KLF12	protein_coding	73686089	74133929
01	62114402	62319434	205.032	rs1890262	2	JT	80.447	L1TD1	protein_coding	62194849	62212328
01	62114402	62319434	205.032	rs1890262	2	JT	149.022	KANK4	protein_coding	62263424	62319434
08	102864163	103230305	366.142	rs1961102	3	QT	56.454	AZIN1	protein_coding	102864163	102893864
08	102864163	103230305	366.142	rs1961102	3	QT	100.446	ATP6V1C1	protein_coding	103021063	103073051
08	102864163	103230305	366.142	rs1961102	3	QT	220.108	BAALC	protein_coding	103140725	103230305
17	12665890	12991643	325.753	rs1984481	2	PR	55.073	ARHGAP44	protein_coding	12789498	12991643
17	12665890	12991643	325.753	rs1984481	2	PR	68.535	MYOCD	protein_coding	12665890	12768949
02	174395730	175005381	609.651	rs1991601+rs564190295	5	HR+QRS	31.538	WIPF1	protein_coding	174634579	174682916
02	174395730	175005381	609.651	rs1991601+rs564190295	5	HR+QRS	81.527	CHRNA1	protein_coding	174764472	174787935
02	174395730	175005381	609.651	rs1991601+rs564190295	5	HR+QRS	115.953	GPR155	protein_coding	174487088	174487094
02	174395730	175005381	609.651	rs1991601+rs564190295	5	HR+QRS	164.61	CHN1	protein_coding	174847555	175005381
02	174395730	175005381	609.651	rs1991601+rs564190295	5	QRS	207.311	SCRN3	protein_coding	174395730	174429575
12	33374238	33529470	155.232	rs1994135	1	HR	155.232	SYT10	protein_coding	33374238	33439819
07	55365337	55572988	207.651	rs1997103	2	JT	30.053	LANCL2	protein_coding	55365337	55433737
07	55365337	55572988	207.651	rs1997103	2	JT	177.023	VOPP1	protein_coding	55572413	55572988
06	5261044	5829192	568.148	rs200214	1	JT	217.749	FARS2	protein_coding	5261044	5829192
20	34704344	35216240	511.896	rs2025096	8	QRS	3.609	GSS	protein_coding	34955806	34956027
20	34704344	35216240	511.896	rs2025096	8	QRS	3.613	MYH7B	protein_coding	34955810	35002437
20	34704344	35216240	511.896	rs2025096	8	QRS	50.207	TRPC4AP	protein_coding	35002404	35092807
20	34704344	35216240	511.896	rs2025096	8	QRS	80.051	ACSS2	protein_coding	34872146	34927962
20	34704344	35216240	511.896	rs2025096	8	QRS	107.477	GGT7	protein_coding	34844720	34872856
20	34704344	35216240	511.896	rs2025096	8	QRS	195.122	EDEM2	protein_coding	35147319	35147336
20	34704344	35216240	511.896	rs2025096	8	QRS	219.875	PROCR	protein_coding	35172072	35216240
20	34704344	35216240	511.896	rs2025096	8	QRS	247.853	TP53INP2	protein_coding	34704344	34713439
